Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2024-11-10 15:59:19;1731275959.935673;portrait;0.0220184326171875;-0.13800048828125;-0.87890625;
2024-11-10 15:59:19;1731275959.9363089;portrait;-0.051422119140625;-0.129638671875;-0.957733154296875;
2024-11-10 15:59:19;1731275959.936452;portrait;-0.0940093994140625;-0.2066802978515625;-0.9112396240234375;
2024-11-10 15:59:19;1731275959.9365768;portrait;-0.0826416015625;-0.19293212890625;-0.9918975830078125;
2024-11-10 15:59:19;1731275959.9366999;portrait;-0.06707763671875;-0.148162841796875;-0.9974517822265625;
2024-11-10 15:59:19;1731275959.966821;portrait;-0.107757568359375;-0.21795654296875;-0.8742523193359375;
2024-11-10 15:59:19;1731275960.017842;portrait;-0.162017822265625;-0.25250244140625;-0.849945068359375;
2024-11-10 15:59:19;1731275960.0677881;portrait;-0.1622161865234375;-0.3016204833984375;-0.865142822265625;
2024-11-10 15:59:19;1731275960.11792;portrait;-0.152374267578125;-0.219268798828125;-0.9744415283203125;
2024-11-10 15:59:19;1731275960.168487;portrait;-0.11065673828125;-0.3152923583984375;-0.933441162109375;
2024-11-10 15:59:19;1731275960.218961;portrait;-0.1541290283203125;-0.210235595703125;-1.0391387939453125;
2024-11-10 15:59:19;1731275960.269316;portrait;-0.155517578125;-0.370391845703125;-0.890411376953125;
2024-11-10 15:59:19;1731275960.3195071;portrait;-0.1681060791015625;-0.373779296875;-1.1943511962890625;
2024-11-10 15:59:19;1731275960.36973;portrait;-0.15380859375;-0.3475799560546875;-1.0886077880859375;
2024-11-10 15:59:19;1731275960.419997;portrait;-0.05010986328125;-0.32537841796875;-1.031036376953125;
2024-11-10 15:59:19;1731275960.47022;portrait;-0.1136932373046875;-0.2466583251953125;-1.105712890625;
2024-11-10 15:59:19;1731275960.52052;portrait;-0.0279388427734375;-0.165496826171875;-1.1952056884765625;
2024-11-10 15:59:19;1731275960.5707169;portrait;0.22100830078125;-0.195648193359375;-1.05743408203125;
2024-11-10 15:59:19;1731275960.620888;portrait;0.00701904296875;-0.104522705078125;-1.807708740234375;
2024-11-10 15:59:19;1731275960.671133;portrait;0.1257781982421875;-0.16131591796875;-1.6529541015625;
2024-11-10 15:59:19;1731275960.721482;portrait;0.0143585205078125;-0.211212158203125;-0.9547271728515625;
2024-11-10 15:59:19;1731275960.771634;portrait;-0.0771636962890625;-0.0935821533203125;-0.69537353515625;
2024-11-10 15:59:19;1731275960.821687;portrait;-0.383697509765625;-0.1177520751953125;-0.52252197265625;
2024-11-10 15:59:19;1731275960.8721561;portrait;-0.21923828125;-0.0721893310546875;-0.59039306640625;
2024-11-10 15:59:19;1731275960.9223719;portrait;-0.3630523681640625;-0.0982666015625;-0.4751434326171875;
