time,seconds_elapsed,z,y,x
1731517649795228200,0.048228271484375,0.2963939309120178,-0.005088847130537033,1.1471819877624512
1731517649805276200,0.058276123046875,0.2856304943561554,0.06093597412109375,1.295082926750183
1731517649815323100,0.0683232421875,0.29246917366981506,0.1722751408815384,1.387912631034851
1731517649825371400,0.078371337890625,0.3508690893650055,0.025056134909391403,1.40023672580719
1731517649835418000,0.088418212890625,0.5114933252334595,-0.18779703974723816,1.4227195978164673
1731517649845466000,0.098466064453125,0.7045807838439941,-0.3307070732116699,1.521090030670166
1731517649855513300,0.108513427734375,0.8562397956848145,-0.2767949402332306,1.6221059560775757
1731517649865561600,0.1185615234375,0.9154754281044006,-0.05418504774570465,1.5952298641204834
1731517649875608300,0.1286083984375,0.8393163084983826,0.07542388141155243,1.388839602470398
1731517649885656300,0.13865625,0.805595874786377,0.39251473546028137,1.1874386072158813
1731517649895703300,0.148703369140625,0.837647557258606,0.7305669188499451,0.9659974575042725
1731517649905751600,0.15875146484375,0.9112051725387573,0.638954222202301,0.7701398134231567
1731517649915798500,0.168798583984375,0.9796079397201538,0.1330052763223648,0.7051672339439392
1731517649925845500,0.178845458984375,1.0899560451507568,-0.57071852684021,0.8876797556877136
1731517649935893200,0.188893310546875,1.121668815612793,-1.2918665409088135,1.2427088022232056
1731517649945940500,0.1989404296875,1.097825527191162,-1.7054756879806519,1.6080739498138428
1731517649955988500,0.208988525390625,1.1141104698181152,-1.63869309425354,1.7946085929870605
1731517649966035500,0.219035400390625,1.1293163299560547,-1.3775017261505127,1.6875003576278687
1731517649976083500,0.22908349609375,1.0344816446304321,-1.163347601890564,1.3914254903793335
1731517649986130400,0.23913037109375,0.8543323278427124,-0.8392317891120911,1.0426206588745117
1731517649996178400,0.249178466796875,0.7811734676361084,-0.364462286233902,0.6958932876586914
1731517650006225400,0.259225341796875,0.7764695286750793,-0.0033514685928821564,0.3479994833469391
1731517650016273400,0.2692734375,0.7132470011711121,0.13514669239521027,0.08642954379320145
1731517650026320400,0.2793203125,0.6588665843009949,0.019275479018688202,-0.033287011086940765
1731517650036368400,0.289368408203125,0.6696707010269165,-0.3348787724971771,0.015177195891737938
1731517650046415400,0.299415283203125,0.6801247000694275,-0.8360348343849182,0.21620245277881622
1731517650056463400,0.30946337890625,0.6511014103889465,-1.0413310527801514,0.44356638193130493
1731517650066510300,0.31951025390625,0.6110852956771851,-0.9134178161621094,0.5588266253471375
1731517650076558300,0.329558349609375,0.5076661109924316,-0.6749016046524048,0.49632853269577026
1731517650086605300,0.339605224609375,0.34380125999450684,-0.3896307349205017,0.39256057143211365
1731517650096653600,0.349653564453125,0.210764542222023,-0.09292200952768326,0.268280029296875
1731517650106700500,0.359700439453125,0.17074495553970337,-0.0011300379410386086,0.16345587372779846
1731517650116748300,0.369748291015625,0.22782950103282928,-0.06655967235565186,0.18218429386615753
1731517650126795300,0.379795166015625,0.33641642332077026,-0.25833338499069214,0.289382666349411
1731517650136843500,0.389843505859375,0.39682909846305847,-0.6229936480522156,0.3207389712333679
1731517650146890500,0.399890380859375,0.3489886224269867,-1.1514675617218018,0.22681701183319092
1731517650156938200,0.409938232421875,0.26123106479644775,-1.3059786558151245,0.16459664702415466
1731517650166985500,0.4199853515625,0.11453722417354584,-1.1088178157806396,0.12993134558200836
1731517650177033500,0.430033447265625,-0.06849563866853714,-0.6834617853164673,0.07062327861785889
1731517650187080400,0.44008056640625,-0.23476557433605194,-0.21424105763435364,-0.031566739082336426
1731517650197128200,0.450128173828125,-0.4040141999721527,0.1617736667394638,-0.15544873476028442
1731517650207175400,0.460175537109375,-0.6293306946754456,0.3667643666267395,-0.267299085855484
1731517650217223400,0.470223388671875,-0.8413963317871094,0.40902459621429443,-0.27828848361968994
1731517650227270400,0.4802705078125,-0.8940477967262268,0.30255088210105896,-0.20646652579307556
1731517650237318400,0.490318359375,-0.7776602506637573,0.10950931161642075,-0.15523727238178253
1731517650247365400,0.500365478515625,-0.5272826552391052,-0.05227772518992424,-0.15142442286014557
1731517650257413400,0.510413330078125,-0.319842666387558,-0.014756928198039532,-0.1826847493648529
1731517650267460400,0.52046044921875,-0.17837128043174744,0.21576975286006927,-0.31779995560646057
1731517650277508600,0.530508544921875,-0.07330397516489029,0.46162500977516174,-0.554705798625946
1731517650287555600,0.5405556640625,-0.017485450953245163,0.5327615141868591,-0.740903377532959
1731517650297603300,0.550603271484375,-0.017532631754875183,0.4923120141029358,-0.7253552675247192
1731517650307650300,0.560650390625,-0.08432790637016296,0.3302258849143982,-0.6112086772918701
1731517650317698600,0.570698486328125,-0.17802993953227997,0.010327395051717758,-0.5219099521636963
1731517650327745500,0.58074560546875,-0.23502930998802185,-0.2680072784423828,-0.38354143500328064
1731517650337793300,0.590793212890625,-0.22067391872406006,-0.43371856212615967,-0.2160060852766037
1731517650347840300,0.60084033203125,-0.20608378946781158,-0.4766431450843811,-0.07269793003797531
1731517650357888500,0.610888427734375,-0.160186305642128,-0.3188408315181732,0.038552962243556976
1731517650367935500,0.620935546875,-0.041239142417907715,-0.08317959308624268,0.10288161784410477
1731517650377983200,0.630983154296875,0.1140294224023819,0.03801227733492851,0.161098450422287
1731517650388030200,0.6410302734375,0.1524210274219513,0.03836434707045555,0.2200901359319687
1731517650398078500,0.651078369140625,0.13710564374923706,-0.08590571582317352,0.254535049200058
1731517650408125400,0.66112548828125,0.08881428837776184,-0.29685497283935547,0.2606850862503052
1731517650418173400,0.67117333984375,0.01570863462984562,-0.6591888666152954,0.2846061587333679
