time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1731517663000425700,13.25342578125,195.42437744140625,0.7200000286102295,29.433344435619702,40.095845852084544,227.83437728881836,349.1015625,3.5355339059327373,3,-88.22915959180168,1.5199999809265137
1731517664000403500,14.253403564453125,195.42437765654176,0.7200000286260619,29.433344435619702,40.095859294127706,227.83437750395387,349.10156032945576,4.605735215726583,3.5513011918738795,-88.22916296185477,1.5199999809264702
1731517665000381400,15.25338134765625,195.38525411859155,0.7099999785583846,28.795565276586014,40.09587863568237,227.79525396600366,346.9921849160094,4.605735182794899,3.551301234583469,-88.22916678890572,1.5199999809264702
1731517666000352000,16.25335205078125,195.1871340079233,0.7099999785590125,28.477035989547865,40.095897168488534,227.59713385533541,344.17968430851784,4.605735151731374,3.551301274870214,-88.22917209070309,1.549999952316238
1731517667000332800,17.253332763671875,194.92187522165477,0.7200000286268865,28.289784645904657,40.09591490453159,227.33187506906688,341.3671837355247,4.605735122140824,3.551301313246637,-88.22917859622201,1.5599999427794944
1731517668000308500,18.25330859375,194.9523928007111,0.7200000286268836,29.080957900865783,40.095931284445626,227.3623926481232,339.25780832716293,4.605735094958567,3.5513013484997056,-88.22918543286221,1.559999942779494
1731517669000281900,19.25328173828125,195.27557396888733,0.7099999785605259,27.595827180947502,40.09594661844235,227.68557381629944,335.74218247318765,4.605735070184309,3.551301380629807,-88.22919396720255,1.620000004768319
1731517670000262000,20.253261962890626,195.35650656931102,0.7099999785592044,28.52576426663394,40.095960020068745,227.76650641672313,334.3359323971682,4.605735048179226,3.5513014091685227,-88.22920238331429,1.5599999427794942
1731517671000253000,21.2532529296875,195.34594749845564,0.7099999785601004,27.86432874741011,40.09597301494144,227.75594734586775,331.52343173813296,4.605735027629787,3.551301435819394,-88.22921212372731,1.6000000238418075
1731517672000229400,22.2532294921875,195.2877809945494,0.720000028627745,28.02851112713154,40.095985373302724,227.6977808419615,330.1171814792566,4.60573500813164,3.551301461106825,-88.22922199721388,1.6000000238418075
1731517673000206600,23.25320654296875,195.3252565730363,0.7300000190901199,28.953574872845184,40.095997158152024,227.73525642044842,328.7109313416061,4.605734989384026,3.5513014854208813,-88.22923159866282,1.5700000524520397
1731517674000184000,24.25318408203125,195.4823000393808,0.750000000017009,28.960825118649094,40.0960085612151,227.8922998867929,324.1406178767831,4.605734971786634,3.5513015082431965,-88.22924374168646,1.6100000143050632
1731517675000162000,25.253162109375,195.30297873914242,0.7099999785594027,28.688566948143063,40.096018913164144,227.71297858655453,321.328117590571,4.605734955772152,3.551301529012614,-88.22925575309048,1.57000005245204
1731517676000141800,26.253141845703126,195.23114035651088,0.7200000286266306,29.086558655985115,40.09602812610229,227.641140203923,316.40624192775346,4.605734941834093,3.5513015470890856,-88.22926935505006,1.5499999523162387
1731517677000122000,27.2531220703125,195.3198244376108,0.709999978558961,28.474273178028536,40.09603835202569,227.72982428502291,316.4062419277493,4.605734926885163,3.551301566476573,-88.22928217936573,1.5499999523162387
1731517678000103200,28.253103271484374,195.4454347807914,0.7232358478797319,29.78176286329802,40.09604708513935,227.8554346282035,314.29686683737486,4.605734913976582,3.551301583217899,-88.22929497635474,1.5099999904632142
1731517679000085200,29.253085205078126,195.5252077318728,0.7159624617324899,29.331791357481467,40.096055999077606,227.9352075792849,312.89061658903114,4.60573490121168,3.5513015997728887,-88.22930827006762,1.5199999809264704
1731517680000069000,30.253069091796874,195.51647970173508,0.8883985563689883,35.33890942580062,40.09606444957706,227.9264795491472,311.4843664563921,4.605734889139448,3.551301615429541,-88.22932146795382,1.5099999904632146
1731517681000053000,31.253052978515626,195.3765871245414,0.731351518489508,29.9207478768307,40.09607265995798,227.7865869719535,309.374991184115,4.605734877482238,3.5513016305479472,-88.22933505028332,1.5099999904632142
1731517682000036400,32.253036376953126,195.37365743797272,0.7390704581782814,30.45740696307467,40.09608043955241,227.78365728538483,307.2656159237852,4.60573486665363,3.5513016445917267,-88.22934903315823,1.5099999904632144
1731517683000021500,33.253021484375,195.5607912298292,0.7722389145926761,29.994292118940574,40.09608787949088,227.9707910772413,304.45311547131587,4.605734856684446,3.551301657520906,-88.22936457163898,1.5299999713897265
1731517684000007700,34.25300756835937,200.09567582793534,1.6702546134749607,60.32073026025475,40.09607951616177,232.50567567534745,299.2597262002237,4.765257554218027,3.33419517646416,-88.2294083915468,1.538425010638206
1731517684999993600,35.25299365234375,200.15712019056082,1.6655195366517261,62.51337821596688,40.09608551744711,232.56712003797293,299.1131242928186,4.764740305705832,3.334934309993397,-88.22942324037179,1.4804577198433813
1731517685999979500,36.2529794921875,200.1870033191517,1.6876128423865062,62.375878995139566,40.09608841816632,232.5970031665638,296.3111809266386,4.764402408545375,3.3354170237371914,-88.22944176544785,1.4805409010340342
1731517686999967500,37.252967529296875,200.209659836255,1.7048432710154853,60.065168857830464,40.09609320654738,232.61965968366712,293.6369817648569,4.764969665007552,3.334606592140466,-88.22945412620629,1.5290082908968248
1731517687999954700,38.25295458984375,200.15306232869625,1.1172790941990216,28.246495145338677,40.09610011656199,232.56306217610836,292.39151661358784,4.731243590568722,3.3822878528432834,-88.22946978804505,1.343650923726514
1731517688999942700,39.25294262695313,201.16620378568769,1.1788257946494949,25.566531279611358,40.096108569938174,233.5762036330998,296.73701353051024,4.731247409412911,3.3822825109254917,-88.22949064225627,1.7252499749788646
1731517689999930600,40.2529306640625,200.68712889961898,0.970717182419244,26.948665906383585,40.09610754438486,233.0971287470311,286.7773363398268,4.7312296947218755,3.382307290677591,-88.22950292819299,1.1510042038451007
1731517690999919900,41.252919921875,200.57382926810533,1.190643497624123,25.45231190346206,40.0961106616525,232.98382911551744,282.57020766175685,4.7299507485467,3.384095588057665,-88.22952702214104,1.528015136585479
